@relation class
@attribute h7_dst_bytes real
@attribute h7_dst_flow real
@attribute h7_dst_pkt real
@attribute h7_src_bytes real
@attribute h7_src_flow real
@attribute h7_src_pkt real
@attribute h8_dst_bytes real
@attribute h8_dst_flow real
@attribute h8_dst_pkt real
@attribute h8_src_bytes real
@attribute h8_src_flow real
@attribute h8_src_pkt real
@attribute h9_dst_bytes real
@attribute h9_dst_flow real
@attribute h9_dst_pkt real
@attribute h9_src_bytes real
@attribute h9_src_flow real
@attribute h9_src_pkt real
@attribute h_s_4_dst_bytes real
@attribute h_s_4_dst_flow real
@attribute h_s_4_dst_pkt real
@attribute h_s_4_src_bytes real
@attribute h_s_4_src_flow real
@attribute h_s_4_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_h7_rx_bytes real
@attribute port_h7_rx_crc_err real
@attribute port_h7_rx_drop real
@attribute port_h7_rx_error real
@attribute port_h7_rx_frame_err real
@attribute port_h7_rx_over_err real
@attribute port_h7_rx_pkt real
@attribute port_h7_tx_bytes real
@attribute port_h7_tx_drop real
@attribute port_h7_tx_error real
@attribute port_h7_tx_pkt real
@attribute port_h8_rx_bytes real
@attribute port_h8_rx_crc_err real
@attribute port_h8_rx_drop real
@attribute port_h8_rx_error real
@attribute port_h8_rx_frame_err real
@attribute port_h8_rx_over_err real
@attribute port_h8_rx_pkt real
@attribute port_h8_tx_bytes real
@attribute port_h8_tx_drop real
@attribute port_h8_tx_error real
@attribute port_h8_tx_pkt real
@attribute port_h9_rx_bytes real
@attribute port_h9_rx_crc_err real
@attribute port_h9_rx_drop real
@attribute port_h9_rx_error real
@attribute port_h9_rx_frame_err real
@attribute port_h9_rx_over_err real
@attribute port_h9_rx_pkt real
@attribute port_h9_tx_bytes real
@attribute port_h9_tx_drop real
@attribute port_h9_tx_error real
@attribute port_h9_tx_pkt real
@attribute port_h_s_4_rx_bytes real
@attribute port_h_s_4_rx_crc_err real
@attribute port_h_s_4_rx_drop real
@attribute port_h_s_4_rx_error real
@attribute port_h_s_4_rx_frame_err real
@attribute port_h_s_4_rx_over_err real
@attribute port_h_s_4_rx_pkt real
@attribute port_h_s_4_tx_bytes real
@attribute port_h_s_4_tx_drop real
@attribute port_h_s_4_tx_error real
@attribute port_h_s_4_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0,1}
@data
16108,4,212,8583,4,106,4725,0,63,3100,0,32,0,0,55,8199,0,98,0,0,0,0,0,0,122392,0,0,0,0,0,590,113630,0,0,391,9401,0,0,0,0,0,119,41664,0,0,299,5605,0,0,0,0,0,72,86410,0,0,180,10043,0,0,0,0,0,126,35664,0,0,211,87555,0,0,0,0,0,59,27449,0,0,147,0,0,6,0,1,0,0,"0"
14702,0,208,8254,0,102,4725,0,63,3100,0,32,8746,1,128,7901,0,94,0,0,0,0,0,0,134409,0,0,0,0,0,585,67535,0,0,352,10488,0,0,0,0,0,139,99178,0,0,344,4662,0,0,0,0,0,59,71750,0,0,182,11215,0,0,0,0,0,149,91195,0,0,252,76930,0,0,0,0,0,40,51230,0,0,174,0,0,6,0,1,0,0,"0"
18165,1,207,9119,4,115,4725,0,63,3100,0,32,8474,0,122,8444,0,100,84,1,2,42,1,1,110588,0,0,0,0,0,597,96169,0,0,371,10627,0,0,0,0,0,141,75118,0,0,329,5136,0,0,0,0,0,68,79681,0,0,195,10074,0,0,0,0,0,126,51424,0,0,234,92446,0,0,0,0,0,51,43590,0,0,192,0,0,5,0,1,0,0,"0"
30624,0,221,7913,0,95,4725,0,63,3100,0,32,3240,0,57,8187,0,98,0,0,0,0,0,0,135988,0,0,0,0,0,538,25533,0,0,331,9854,0,0,0,0,0,129,81933,0,0,324,4481,0,0,0,0,0,55,71402,0,0,178,11345,0,0,0,0,0,150,79396,0,0,237,327,0,0,0,0,0,5,48489,0,0,103,0,0,6,0,1,0,0,"0"
0,0,192,8200,0,100,4725,0,63,3100,0,32,8818,1,129,8414,1,100,0,0,0,0,0,0,216038,0,0,0,0,0,721,207187,0,0,499,9338,0,0,0,0,0,120,128251,0,0,355,5122,0,0,0,0,0,67,104071,0,0,201,13425,0,0,0,0,0,183,168456,0,0,315,176560,0,0,0,0,0,88,104282,0,0,256,0,0,6,0,1,0,0,"0"
15414,2,210,8739,3,108,5010,4,67,3232,4,34,29736,1,137,8817,4,109,0,1,0,0,1,0,113547,0,0,0,0,0,621,145974,0,0,417,10417,0,0,0,0,0,137,59533,0,0,317,5001,0,0,0,0,0,64,55522,0,0,177,10887,0,0,0,0,0,141,60169,0,0,231,124918,0,0,0,0,0,72,37332,0,0,207,0,0,8,0,1,0,0,"0"
15003,0,204,8225,0,101,4440,0,59,2968,0,30,0,0,113,7700,0,87,42,0,1,42,0,1,122180,0,0,0,0,0,566,86645,0,0,386,8401,0,0,0,0,0,104,20615,0,0,269,4076,0,0,0,0,0,49,28505,0,0,140,13042,0,0,0,0,0,177,81930,0,0,245,59593,0,0,0,0,0,34,7846,0,0,103,0,0,3,0,1,0,0,"0"
15437,0,210,8542,0,105,4725,0,63,3100,0,32,0,0,5,8187,0,98,0,0,0,0,0,0,136280,0,0,0,0,0,593,80071,0,0,365,8456,0,0,0,0,0,104,58612,0,0,323,5527,0,0,0,0,0,73,92429,0,0,216,10327,0,0,0,0,0,132,70395,0,0,256,54207,0,0,0,0,0,33,45781,0,0,156,0,0,3,0,1,0,0,"0"
15128,0,206,8344,0,103,4725,0,63,3100,0,32,8662,0,126,8306,0,98,84,1,2,42,1,1,142732,0,0,0,0,0,629,167710,0,0,443,8500,0,0,0,0,0,105,48063,0,0,271,5436,0,0,0,0,0,72,85984,0,0,159,12683,0,0,0,0,0,171,85577,0,0,222,156836,0,0,0,0,0,74,40786,0,0,198,0,0,5,0,1,0,0,"0"
15164,0,206,8401,0,103,4725,0,63,3100,0,32,8780,1,128,8379,2,101,777,4,13,17796,1,6,108713,0,0,0,0,0,565,98307,0,0,377,8401,0,0,0,0,0,103,52739,0,0,293,5011,0,0,0,0,0,65,60580,0,0,164,11070,0,0,0,0,0,144,67761,0,0,232,71840,0,0,0,0,0,36,40568,0,0,139,0,0,4,0,1,0,0,"0"
15274,0,208,8423,0,104,4767,1,64,3142,1,33,8578,0,124,8096,0,95,0,0,0,0,0,0,86030,0,0,0,0,0,528,80657,0,0,350,8423,0,0,0,0,0,104,45704,0,0,269,4674,0,0,0,0,0,59,58065,0,0,147,11494,0,0,0,0,0,151,58998,0,0,204,73592,0,0,0,0,0,42,34295,0,0,129,0,0,4,0,1,0,0,"0"
15143,0,206,8359,0,103,4683,0,62,3058,0,31,8558,0,124,8349,1,100,772,4,13,2986,1,1,118420,0,0,0,0,0,535,61209,0,0,343,8359,0,0,0,0,0,103,82035,0,0,300,5052,0,0,0,0,0,66,74877,0,0,163,10961,0,0,0,0,0,143,94211,0,0,240,36604,0,0,0,0,0,29,69230,0,0,133,0,0,4,0,1,0,0,"0"
15437,0,210,8386,0,103,4725,0,63,3100,0,32,8800,0,128,7859,0,93,0,0,0,0,0,0,138290,0,0,0,0,0,554,64993,0,0,381,8542,0,0,0,0,0,105,18667,0,0,262,6126,0,0,0,0,0,81,65893,0,0,160,11971,0,0,0,0,0,156,58857,0,0,212,37196,0,0,0,0,0,22,4812,0,0,79,0,0,4,0,1,0,0,"0"
15128,0,206,8500,0,105,4725,0,63,3100,0,32,8558,0,124,8669,5,104,0,0,0,0,0,0,113075,0,0,0,0,0,518,61226,0,0,347,8344,0,0,0,0,0,103,51579,0,0,260,5010,0,0,0,0,0,65,80772,0,0,147,12029,0,0,0,0,0,158,72730,0,0,203,56553,0,0,0,0,0,31,39860,0,0,106,0,0,4,0,1,0,0,"0"
12780,2,174,6976,1,86,4656,2,62,3544,1,32,6946,2,101,6472,1,77,0,0,0,0,0,0,159767,0,0,0,0,0,947,117079,0,0,409,9125,0,0,0,0,0,118,117968,0,0,771,5884,0,0,0,0,0,67,128406,0,0,676,9660,0,0,0,0,0,125,125544,0,0,703,88942,0,0,0,0,0,67,109466,0,0,647,0,0,3,0,1,0,0,"0"
15703,4,214,8611,4,107,4725,0,63,3100,0,32,8558,0,124,8486,1,101,0,0,0,0,0,0,170073,0,0,0,0,0,1099,31699,0,0,358,9582,0,0,0,0,0,123,84294,0,0,856,5296,0,0,0,0,0,70,102549,0,0,726,11739,0,0,0,0,0,151,97214,0,0,789,4522,0,0,0,0,0,7,57296,0,0,642,0,0,6,0,1,0,0,"0"
15019,1,204,8556,0,105,4725,0,63,3100,1,32,8388,0,122,8271,0,99,2340,5,35,75696,3,28,182103,0,0,0,0,0,1138,145203,0,0,412,9312,0,0,0,0,0,118,82146,0,0,830,4686,0,0,0,0,0,59,93787,0,0,703,12388,0,0,0,0,0,168,134645,0,0,792,119513,0,0,0,0,0,54,69344,0,0,687,0,0,6,0,1,0,0,"0"
15134,0,206,8157,0,100,22967,2,76,3677,4,42,19296,3,42,8840,5,108,0,1,0,0,1,0,119646,0,0,0,0,0,1077,86516,0,0,374,9735,0,0,0,0,0,126,90442,0,0,840,4793,0,0,0,0,0,61,75144,0,0,689,12144,0,0,0,0,0,162,101964,0,0,769,95998,0,0,0,0,0,53,60927,0,0,689,0,0,7,0,1,0,0,"0"
15287,0,208,8359,0,103,0,0,50,2523,0,22,0,0,94,7719,0,89,0,0,0,0,0,0,123191,0,0,0,0,0,1048,25676,0,0,304,9812,0,0,0,0,0,128,97635,0,0,847,4230,0,0,0,0,0,52,84402,0,0,698,10303,0,0,0,0,0,132,82224,0,0,758,19823,0,0,0,0,0,13,62905,0,0,647,0,0,3,0,1,0,0,"0"
15293,0,208,8542,0,105,4725,0,63,3100,0,32,23800,2,100,8288,5,98,0,0,0,0,0,0,153462,0,0,0,0,0,1129,64165,0,0,352,10229,0,0,0,0,0,133,105142,0,0,887,4619,0,0,0,0,0,55,86847,0,0,736,12020,0,0,0,0,0,159,112988,0,0,802,58471,0,0,0,0,0,43,71069,0,0,732,0,0,7,0,1,0,0,"0"
15433,0,210,8344,0,103,4725,0,63,3100,0,32,0,0,91,8337,0,100,0,0,0,0,0,0,115787,0,0,0,0,0,1010,42849,0,0,329,10381,0,0,0,0,0,139,83366,0,0,792,5053,0,0,0,0,0,66,91253,0,0,662,10759,0,0,0,0,0,140,76790,0,0,710,53856,0,0,0,0,0,28,52816,0,0,622,0,0,5,0,1,0,0,"0"
15147,0,206,8555,0,105,22959,2,76,3408,5,37,8662,0,126,8156,0,96,0,0,0,0,0,0,149043,0,0,0,0,0,1044,64962,0,0,369,10655,0,0,0,0,0,141,102600,0,0,789,4812,0,0,0,0,0,60,82044,0,0,636,11464,0,0,0,0,0,146,78890,0,0,698,55887,0,0,0,0,0,33,52485,0,0,609,0,0,6,0,1,0,0,"0"
15460,1,211,8546,5,106,0,0,50,2792,0,27,4412,0,72,8403,1,101,1120,6,19,38638,4,15,129164,0,0,0,0,0,1112,165659,0,0,425,10082,0,0,0,0,0,133,107986,0,0,813,5016,0,0,0,0,0,65,86773,0,0,660,10701,0,0,0,0,0,138,73058,0,0,716,157092,0,0,0,0,0,91,73136,0,0,719,0,0,5,0,1,0,0,"0"
15122,0,205,8355,0,102,4725,0,63,3142,1,33,6426,2,98,8290,2,98,0,0,0,0,0,0,209251,0,0,0,0,0,1112,49656,0,0,378,9657,0,0,0,0,0,125,133357,0,0,847,5936,0,0,0,0,0,82,138122,0,0,716,11851,0,0,0,0,0,157,150711,0,0,777,37297,0,0,0,0,0,28,102121,0,0,667,0,0,7,0,1,0,0,"0"
15418,0,210,8423,0,104,4809,1,65,3100,0,32,6576,0,99,8131,0,97,0,0,0,0,0,0,140116,0,0,0,0,0,1122,103588,0,0,363,10699,0,0,0,0,0,144,122849,0,0,869,5052,0,0,0,0,0,66,106160,0,0,718,9387,0,0,0,0,0,116,73005,0,0,745,114228,0,0,0,0,0,58,71208,0,0,732,0,0,4,0,1,0,0,"0"
15143,0,206,8450,0,104,4725,0,63,3100,0,32,8662,0,126,7859,0,93,0,0,0,0,0,0,202174,0,0,0,0,0,1098,83877,0,0,408,15104,0,0,0,0,0,193,168079,0,0,849,5136,0,0,0,0,0,68,72941,0,0,650,9179,0,0,0,0,0,113,39886,0,0,678,71852,0,0,0,0,0,38,35504,0,0,627,0,0,4,0,1,0,0,"0"
15583,0,212,8451,0,104,22949,1,75,3798,4,44,4202,0,69,8486,1,101,84,1,2,42,1,1,117391,0,0,0,0,0,1082,150408,0,0,370,10445,0,0,0,0,0,139,116403,0,0,806,5052,0,0,0,0,0,66,105793,0,0,660,9542,0,0,0,0,0,117,73030,0,0,693,179453,0,0,0,0,0,87,73747,0,0,728,0,0,4,0,1,0,0,"0"
15143,0,206,8513,0,105,6239,0,64,2855,0,27,6408,0,97,8271,0,99,8042,4,103,139506,2,73,185234,0,0,0,0,0,1189,248895,0,0,480,10693,0,0,0,0,0,143,122599,0,0,838,5282,0,0,0,0,0,70,108971,0,0,691,9327,0,0,0,0,0,115,72986,0,0,718,221247,0,0,0,0,0,117,74312,0,0,728,0,0,4,0,1,0,0,"0"
15437,0,210,8386,0,103,0,0,48,2605,0,24,7150,0,107,8288,0,98,0,0,0,0,0,0,81748,0,0,0,0,0,998,49153,0,0,306,10382,0,0,0,0,0,138,85161,0,0,795,3716,0,0,0,0,0,43,42631,0,0,630,9476,0,0,0,0,0,116,41864,0,0,683,48420,0,0,0,0,0,35,36923,0,0,621,0,0,3,0,1,0,0,"0"
15212,1,208,8542,1,106,4725,0,63,3100,0,32,8624,0,125,8271,0,99,0,0,0,0,0,0,186551,0,0,0,0,0,1067,77716,0,0,369,12349,0,0,0,0,0,163,169832,0,0,822,4956,0,0,0,0,0,64,107235,0,0,655,9261,0,0,0,0,0,114,75990,0,0,689,85738,0,0,0,0,0,52,72924,0,0,657,0,0,4,0,1,0,0,"0"
15080,0,204,8359,0,102,4725,0,63,3100,0,32,4378,0,72,8288,0,98,332,6,6,22710,4,15,191245,0,0,0,0,0,1153,114664,0,0,418,13686,0,0,0,0,0,180,172126,0,0,904,4583,0,0,0,0,0,57,102195,0,0,723,9744,0,0,0,0,0,120,82214,0,0,766,106093,0,0,0,0,0,52,78428,0,0,722,0,0,4,0,1,0,0,"0"
15418,0,210,8423,0,104,23033,2,77,3300,3,35,5852,0,90,8271,0,99,0,0,0,0,0,0,127689,0,0,0,0,0,1183,189547,0,0,424,10430,0,0,0,0,0,139,103728,0,0,865,3955,0,0,0,0,0,45,56820,0,0,699,9591,0,0,0,0,0,119,58792,0,0,750,164149,0,0,0,0,0,100,59388,0,0,751,0,0,5,0,1,0,0,"0"
15143,0,206,8450,0,104,0,0,49,2900,0,29,5890,0,91,8222,0,97,0,0,0,0,0,0,115360,0,0,0,0,0,1014,42699,0,0,322,9958,0,0,0,0,0,130,81320,0,0,794,5591,0,0,0,0,0,74,90356,0,0,660,9476,0,0,0,0,0,116,55934,0,0,690,35926,0,0,0,0,0,19,49308,0,0,600,0,0,4,0,1,0,0,"0"
15583,0,212,8451,0,104,4725,0,63,3100,0,32,6716,1,101,8271,1,99,0,0,0,0,0,0,102764,0,0,0,0,0,1041,61319,0,0,303,10026,0,0,0,0,0,131,105819,0,0,832,4119,0,0,0,0,0,50,90733,0,0,680,9393,0,0,0,0,0,116,76168,0,0,725,74455,0,0,0,0,0,42,72046,0,0,679,0,0,3,0,1,0,0,"0"
15185,1,207,8555,1,106,4725,0,63,3100,0,32,8662,0,126,8204,0,97,42,1,1,42,1,1,122979,0,0,0,0,0,1008,22341,0,0,274,10334,0,0,0,0,0,137,121997,0,0,835,5987,0,0,0,0,0,82,135832,0,0,704,9410,0,0,0,0,0,115,84761,0,0,723,64969,0,0,0,0,0,24,79789,0,0,661,0,0,5,0,1,0,0,"0"
15329,0,208,8344,0,102,4725,0,63,3100,0,32,5924,0,91,8265,1,99,0,0,0,0,0,0,154703,0,0,0,0,0,1077,44894,0,0,333,10285,0,0,0,0,0,136,121614,0,0,849,4998,0,0,0,0,0,65,129163,0,0,719,9519,0,0,0,0,0,118,96619,0,0,751,37865,0,0,0,0,0,27,90969,0,0,676,0,0,4,0,1,0,0,"0"
15236,1,208,8542,1,106,4767,1,64,3142,1,33,4702,0,76,7859,0,93,84,2,2,84,2,2,150320,0,0,0,0,0,1035,94658,0,0,345,10380,0,0,0,0,0,139,133792,0,0,789,4932,0,0,0,0,0,64,117228,0,0,642,9179,0,0,0,0,0,113,90266,0,0,673,100145,0,0,0,0,0,52,87373,0,0,647,0,0,4,0,1,0,0,"0"
15206,0,207,8401,0,103,4683,0,62,3058,0,31,6506,1,98,8486,1,101,0,0,0,0,0,0,130639,0,0,0,0,0,1078,116893,0,0,366,10508,0,0,0,0,0,139,130121,0,0,821,3818,0,0,0,0,0,44,82768,0,0,645,9674,0,0,0,0,0,119,86487,0,0,705,110053,0,0,0,0,0,63,84661,0,0,683,0,0,3,0,1,0,0,"0"
12780,2,174,6822,1,84,4812,2,64,3544,2,32,6870,2,100,6388,1,76,42,1,1,42,1,1,72097,0,0,0,0,0,680,145359,0,0,418,9068,0,0,0,0,0,117,57646,0,0,475,5345,0,0,0,0,0,57,33739,0,0,361,8916,0,0,0,0,0,112,34577,0,0,396,117218,0,0,0,0,0,80,32886,0,0,384,0,0,3,1,2,0,0,"0"
38958,2,216,9187,5,117,22959,2,76,3300,4,35,8800,0,128,8486,1,101,722,4,12,23786,1,9,78566,0,0,0,0,0,610,162015,0,0,404,10684,0,0,0,0,0,143,81708,0,0,359,5175,0,0,0,0,0,68,49889,0,0,199,11120,0,0,0,0,0,144,50920,0,0,262,195317,0,0,0,0,0,94,32218,0,0,257,0,0,6,0,1,0,0,"0"
0,0,196,7595,0,90,0,0,50,2900,0,29,3760,1,64,27240,1,325,0,0,0,0,0,0,220351,0,0,0,0,0,1934,261731,0,0,1724,77701,0,0,0,0,0,1386,136881,0,0,1601,3590,0,0,0,0,0,40,35316,0,0,188,14037,0,0,0,0,0,191,120548,0,0,298,183054,0,0,0,0,0,99,38070,0,0,242,0,5,6,0,6,0,0,"0"
15293,0,208,8542,0,105,4725,0,63,3100,0,32,26902,2,139,8420,4,100,934,5,16,17772,2,6,154450,0,0,0,0,0,622,99877,0,0,408,10876,0,0,0,0,0,146,115871,0,0,375,5768,0,0,0,0,0,77,90441,0,0,224,11602,0,0,0,0,0,153,85144,0,0,280,99984,0,0,0,0,0,47,59507,0,0,208,0,0,6,0,1,0,0,"0"
15433,0,210,8344,0,103,4725,0,63,3100,0,32,0,0,112,8097,0,96,0,0,0,0,0,0,100425,0,0,0,0,0,529,64754,0,0,341,9810,0,0,0,0,0,128,56294,0,0,292,5240,0,0,0,0,0,67,65837,0,0,158,10799,0,0,0,0,0,140,51446,0,0,207,76958,0,0,0,0,0,47,23189,0,0,144,0,0,5,0,1,0,0,"0"
15147,0,206,8555,0,105,22893,2,75,3220,5,34,8734,0,127,8222,0,97,1599,10,27,8928,4,4,128526,0,0,0,0,0,589,92840,0,0,396,10008,0,0,0,0,0,130,57218,0,0,304,5458,0,0,0,0,0,72,66297,0,0,172,11627,0,0,0,0,0,153,68583,0,0,232,84643,0,0,0,0,0,46,27599,0,0,152,0,0,7,0,1,0,0,"0"
33364,2,219,8345,0,103,4865,0,65,3558,0,40,8624,0,125,8403,1,101,0,0,0,0,0,0,153555,0,0,0,0,0,639,132208,0,0,436,10418,0,0,0,0,0,139,92781,0,0,361,5206,0,0,0,0,0,69,97562,0,0,229,12024,0,0,0,0,0,159,127365,0,0,310,120832,0,0,0,0,0,56,78660,0,0,221,0,0,7,0,1,0,0,"0"
0,0,197,8374,0,103,0,0,49,2522,0,22,19566,1,0,8980,4,109,0,0,0,0,0,0,200450,0,0,0,0,0,667,102237,0,0,421,11665,0,0,0,0,0,160,134553,0,0,380,4160,0,0,0,0,0,51,78739,0,0,207,11452,0,0,0,0,0,148,95071,0,0,279,73604,0,0,0,0,0,42,59031,0,0,184,0,0,5,0,1,0,0,"0"
15274,0,208,8451,0,104,4725,0,63,3017,0,31,0,0,81,7579,0,88,0,0,0,0,0,0,208453,0,0,0,0,0,576,27528,0,0,362,11226,0,0,0,0,0,151,133891,0,0,374,6216,0,0,0,0,0,86,126505,0,0,234,10610,0,0,0,0,0,137,82696,0,0,237,17868,0,0,0,0,0,8,58850,0,0,141,0,0,5,0,1,0,0,"0"
15143,0,206,8513,0,105,4725,0,63,3100,0,32,6600,0,100,8156,0,96,1652,5,25,35742,3,15,124077,0,0,0,0,0,603,135203,0,0,403,10453,0,0,0,0,0,139,103892,0,0,365,4814,0,0,0,0,0,62,68451,0,0,202,12965,0,0,0,0,0,175,134057,0,0,276,189836,0,0,0,0,0,93,60487,0,0,269,0,0,6,0,1,0,0,"0"
